id,variety
63820,Sauvignon Blanc
63821,Merlot
63822,Sauvignon Blanc
63823,Red Blend
63824,Riesling
63825,Chardonnay
63826,Pinot Noir
63827,Sauvignon Blanc
63828,Bordeaux-style Red Blend
63829,Cabernet Sauvignon
63830,Bordeaux-style Red Blend
63831,Rosé
63832,Riesling
63833,Rosé
63834,Bordeaux-style Red Blend
63835,Merlot
63836,Merlot
63837,Riesling
63838,Rosé
63839,Bordeaux-style Red Blend
63840,Merlot
63841,Bordeaux-style Red Blend
63842,Sauvignon Blanc
63843,Pinot Noir
63844,Chardonnay
63845,Pinot Noir
63846,Bordeaux-style Red Blend
63847,Merlot
63848,Rosé
63849,Riesling
63850,Cabernet Sauvignon
63851,Cabernet Sauvignon
63852,Rosé
63853,Merlot
63854,Cabernet Sauvignon
63855,Rosé
63856,Pinot Noir
63857,Rosé
63858,Merlot
63859,Sauvignon Blanc
63860,Chardonnay
63861,Sauvignon Blanc
63862,Red Blend
63863,Rosé
63864,Syrah
63865,Rosé
63866,Riesling
63867,Riesling
63868,Bordeaux-style Red Blend
63869,Pinot Noir
63870,Cabernet Sauvignon
63871,Chardonnay
63872,Bordeaux-style Red Blend
63873,Chardonnay
63874,Red Blend
63875,Red Blend
63876,Cabernet Sauvignon
63877,Pinot Noir
63878,Rosé
63879,Rosé
63880,Merlot
63881,Rosé
63882,Rosé
63883,Rosé
63884,Pinot Noir
63885,Red Blend
63886,Syrah
63887,Bordeaux-style Red Blend
63888,Bordeaux-style Red Blend
63889,Cabernet Sauvignon
63890,Bordeaux-style Red Blend
63891,Pinot Noir
63892,Bordeaux-style Red Blend
63893,Pinot Noir
63894,Pinot Noir
63895,Sauvignon Blanc
63896,Bordeaux-style Red Blend
63897,Red Blend
63898,Red Blend
63899,Sauvignon Blanc
63900,Pinot Noir
63901,Rosé
63902,Rosé
63903,Cabernet Sauvignon
63904,Rosé
63905,Syrah
63906,Pinot Noir
63907,Rosé
63908,Bordeaux-style Red Blend
63909,Cabernet Sauvignon
63910,Sauvignon Blanc
63911,Red Blend
63912,Rosé
63913,Cabernet Sauvignon
63914,Cabernet Sauvignon
63915,Syrah
63916,Merlot
63917,Pinot Noir
63918,Cabernet Sauvignon
63919,Rosé
63920,Sauvignon Blanc
63921,Rosé
63922,Rosé
63923,Red Blend
63924,Red Blend
63925,Chardonnay
63926,Syrah
63927,Bordeaux-style Red Blend
63928,Red Blend
63929,Red Blend
63930,Riesling
63931,Bordeaux-style Red Blend
63932,Cabernet Sauvignon
63933,Red Blend
63934,Riesling
63935,Bordeaux-style Red Blend
63936,Bordeaux-style Red Blend
63937,Riesling
63938,Riesling
63939,Bordeaux-style Red Blend
63940,Red Blend
63941,Riesling
63942,Red Blend
63943,Bordeaux-style Red Blend
63944,Chardonnay
63945,Chardonnay
63946,Bordeaux-style Red Blend
63947,Riesling
63948,Riesling
63949,Bordeaux-style Red Blend
63950,Cabernet Sauvignon
63951,Chardonnay
63952,Bordeaux-style Red Blend
63953,Chardonnay
63954,Chardonnay
63955,Red Blend
63956,Merlot
63957,Bordeaux-style Red Blend
63958,Riesling
63959,Merlot
63960,Sauvignon Blanc
63961,Pinot Noir
63962,Syrah
63963,Sauvignon Blanc
63964,Red Blend
63965,Merlot
63966,Bordeaux-style Red Blend
63967,Merlot
63968,Riesling
63969,Red Blend
63970,Bordeaux-style Red Blend
63971,Red Blend
63972,Rosé
63973,Syrah
63974,Red Blend
63975,Riesling
63976,Merlot
63977,Chardonnay
63978,Riesling
63979,Rosé
63980,Bordeaux-style Red Blend
63981,Sauvignon Blanc
63982,Chardonnay
63983,Chardonnay
63984,Merlot
63985,Rosé
63986,Red Blend
63987,Merlot
63988,Pinot Noir
63989,Rosé
63990,Cabernet Sauvignon
63991,Syrah
63992,Rosé
63993,Pinot Noir
63994,Sauvignon Blanc
63995,Rosé
63996,Rosé
63997,Red Blend
63998,Rosé
63999,Cabernet Sauvignon
64000,Chardonnay
64001,Syrah
64002,Cabernet Sauvignon
64003,Red Blend
64004,Chardonnay
64005,Sauvignon Blanc
64006,Syrah
64007,Chardonnay
64008,Pinot Noir
64009,Rosé
64010,Bordeaux-style Red Blend
64011,Pinot Noir
64012,Merlot
64013,Rosé
64014,Sauvignon Blanc
64015,Syrah
64016,Cabernet Sauvignon
64017,Pinot Noir
64018,Chardonnay
64019,Riesling
64020,Pinot Noir
64021,Merlot
64022,Riesling
64023,Bordeaux-style Red Blend
64024,Riesling
64025,Pinot Noir
64026,Red Blend
64027,Red Blend
64028,Riesling
64029,Riesling
64030,Cabernet Sauvignon
64031,Syrah
64032,Rosé
64033,Red Blend
64034,Cabernet Sauvignon
64035,Merlot
64036,Sauvignon Blanc
64037,Riesling
64038,Rosé
64039,Chardonnay
64040,Rosé
64041,Cabernet Sauvignon
64042,Red Blend
64043,Riesling
64044,Sauvignon Blanc
64045,Merlot
64046,Sauvignon Blanc
64047,Syrah
64048,Riesling
64049,Red Blend
64050,Bordeaux-style Red Blend
64051,Riesling
64052,Syrah
64053,Bordeaux-style Red Blend
64054,Pinot Noir
64055,Chardonnay
64056,Bordeaux-style Red Blend
64057,Red Blend
64058,Bordeaux-style Red Blend
64059,Riesling
64060,Red Blend
64061,Bordeaux-style Red Blend
64062,Chardonnay
64063,Red Blend
64064,Syrah
64065,Rosé
64066,Pinot Noir
64067,Rosé
64068,Merlot
64069,Cabernet Sauvignon
64070,Riesling
64071,Sauvignon Blanc
64072,Merlot
64073,Sauvignon Blanc
64074,Sauvignon Blanc
64075,Sauvignon Blanc
64076,Merlot
64077,Bordeaux-style Red Blend
64078,Chardonnay
64079,Merlot
64080,Bordeaux-style Red Blend
64081,Sauvignon Blanc
64082,Syrah
64083,Red Blend
64084,Red Blend
64085,Red Blend
64086,Cabernet Sauvignon
64087,Rosé
64088,Red Blend
64089,Cabernet Sauvignon
64090,Pinot Noir
64091,Cabernet Sauvignon
64092,Red Blend
64093,Cabernet Sauvignon
64094,Pinot Noir
64095,Chardonnay
64096,Sauvignon Blanc
64097,Cabernet Sauvignon
64098,Red Blend
64099,Red Blend
64100,Riesling
64101,Bordeaux-style Red Blend
64102,Riesling
64103,Red Blend
64104,Riesling
64105,Sauvignon Blanc
64106,Pinot Noir
64107,Syrah
64108,Syrah
64109,Cabernet Sauvignon
64110,Riesling
64111,Sauvignon Blanc
64112,Syrah
64113,Pinot Noir
64114,Bordeaux-style Red Blend
64115,Chardonnay
64116,Bordeaux-style Red Blend
64117,Rosé
64118,Pinot Noir
64119,Rosé
64120,Cabernet Sauvignon
64121,Riesling
64122,Rosé
64123,Pinot Noir
64124,Rosé
64125,Rosé
64126,Rosé
64127,Bordeaux-style Red Blend
64128,Pinot Noir
64129,Rosé
64130,Rosé
64131,Rosé
64132,Syrah
64133,Syrah
64134,Pinot Noir
64135,Merlot
64136,Syrah
64137,Red Blend
64138,Riesling
64139,Merlot
64140,Merlot
64141,Red Blend
64142,Red Blend
64143,Red Blend
64144,Syrah
64145,Rosé
64146,Red Blend
64147,Pinot Noir
64148,Rosé
64149,Pinot Noir
64150,Cabernet Sauvignon
64151,Cabernet Sauvignon
64152,Merlot
64153,Red Blend
64154,Rosé
64155,Bordeaux-style Red Blend
64156,Chardonnay
64157,Merlot
64158,Riesling
64159,Chardonnay
64160,Pinot Noir
64161,Syrah
64162,Sauvignon Blanc
64163,Rosé
64164,Cabernet Sauvignon
64165,Chardonnay
64166,Sauvignon Blanc
64167,Pinot Noir
64168,Pinot Noir
64169,Syrah
64170,Riesling
64171,Syrah
64172,Merlot
64173,Sauvignon Blanc
64174,Chardonnay
64175,Sauvignon Blanc
64176,Red Blend
64177,Merlot
64178,Merlot
64179,Pinot Noir
64180,Pinot Noir
64181,Red Blend
64182,Rosé
64183,Red Blend
64184,Pinot Noir
64185,Syrah
64186,Red Blend
64187,Merlot
64188,Syrah
64189,Sauvignon Blanc
64190,Bordeaux-style Red Blend
64191,Chardonnay
64192,Pinot Noir
64193,Pinot Noir
64194,Pinot Noir
64195,Chardonnay
64196,Merlot
64197,Pinot Noir
64198,Chardonnay
64199,Sauvignon Blanc
64200,Pinot Noir
64201,Rosé
64202,Rosé
64203,Chardonnay
64204,Bordeaux-style Red Blend
64205,Rosé
64206,Riesling
64207,Pinot Noir
64208,Pinot Noir
64209,Cabernet Sauvignon
64210,Riesling
64211,Riesling
64212,Sauvignon Blanc
64213,Rosé
64214,Riesling
64215,Sauvignon Blanc
64216,Chardonnay
64217,Syrah
64218,Pinot Noir
64219,Syrah
64220,Riesling
64221,Chardonnay
64222,Sauvignon Blanc
64223,Pinot Noir
64224,Pinot Noir
64225,Chardonnay
64226,Red Blend
64227,Chardonnay
64228,Chardonnay
64229,Riesling
64230,Riesling
64231,Cabernet Sauvignon
64232,Merlot
64233,Cabernet Sauvignon
64234,Cabernet Sauvignon
64235,Riesling
64236,Cabernet Sauvignon
64237,Sauvignon Blanc
64238,Cabernet Sauvignon
64239,Syrah
64240,Merlot
64241,Merlot
64242,Merlot
64243,Chardonnay
64244,Rosé
64245,Merlot
64246,Chardonnay
64247,Cabernet Sauvignon
64248,Pinot Noir
64249,Bordeaux-style Red Blend
64250,Riesling
64251,Bordeaux-style Red Blend
64252,Riesling
64253,Rosé
64254,Red Blend
64255,Riesling
64256,Pinot Noir
64257,Cabernet Sauvignon
64258,Pinot Noir
64259,Pinot Noir
64260,Chardonnay
64261,Sauvignon Blanc
64262,Riesling
64263,Red Blend
64264,Sauvignon Blanc
64265,Rosé
64266,Merlot
64267,Sauvignon Blanc
64268,Riesling
64269,Merlot
64270,Rosé
64271,Riesling
64272,Bordeaux-style Red Blend
64273,Cabernet Sauvignon
64274,Red Blend
64275,Red Blend
64276,Riesling
64277,Sauvignon Blanc
64278,Pinot Noir
64279,Riesling
64280,Syrah
64281,Syrah
64282,Pinot Noir
64283,Merlot
64284,Chardonnay
64285,Bordeaux-style Red Blend
64286,Red Blend
64287,Merlot
64288,Rosé
64289,Bordeaux-style Red Blend
64290,Syrah
64291,Cabernet Sauvignon
64292,Bordeaux-style Red Blend
64293,Cabernet Sauvignon
64294,Merlot
64295,Syrah
64296,Bordeaux-style Red Blend
64297,Bordeaux-style Red Blend
64298,Sauvignon Blanc
64299,Syrah
64300,Chardonnay
64301,Rosé
64302,Cabernet Sauvignon
64303,Sauvignon Blanc
64304,Sauvignon Blanc
64305,Red Blend
64306,Pinot Noir
64307,Cabernet Sauvignon
64308,Pinot Noir
64309,Chardonnay
64310,Bordeaux-style Red Blend
64311,Syrah
64312,Rosé
64313,Chardonnay
64314,Red Blend
64315,Chardonnay
64316,Pinot Noir
64317,Riesling
64318,Sauvignon Blanc
64319,Riesling
64320,Syrah
64321,Merlot
64322,Pinot Noir
64323,Pinot Noir
64324,Cabernet Sauvignon
64325,Merlot
64326,Rosé
64327,Cabernet Sauvignon
64328,Sauvignon Blanc
64329,Red Blend
64330,Rosé
64331,Sauvignon Blanc
64332,Sauvignon Blanc
64333,Bordeaux-style Red Blend
64334,Chardonnay
64335,Rosé
64336,Red Blend
64337,Red Blend
64338,Syrah
64339,Red Blend
64340,Rosé
64341,Merlot
64342,Rosé
64343,Bordeaux-style Red Blend
64344,Sauvignon Blanc
64345,Riesling
64346,Syrah
64347,Cabernet Sauvignon
64348,Chardonnay
64349,Bordeaux-style Red Blend
64350,Cabernet Sauvignon
64351,Red Blend
64352,Cabernet Sauvignon
64353,Rosé
64354,Syrah
64355,Syrah
64356,Red Blend
64357,Merlot
64358,Red Blend
64359,Merlot
64360,Bordeaux-style Red Blend
64361,Rosé
64362,Chardonnay
64363,Rosé
64364,Riesling
64365,Chardonnay
64366,Sauvignon Blanc
64367,Red Blend
64368,Syrah
64369,Riesling
64370,Bordeaux-style Red Blend
64371,Bordeaux-style Red Blend
64372,Chardonnay
64373,Merlot
64374,Red Blend
64375,Syrah
64376,Chardonnay
64377,Cabernet Sauvignon
64378,Riesling
64379,Sauvignon Blanc
64380,Chardonnay
64381,Riesling
64382,Rosé
64383,Riesling
64384,Syrah
64385,Cabernet Sauvignon
64386,Bordeaux-style Red Blend
64387,Chardonnay
64388,Bordeaux-style Red Blend
64389,Bordeaux-style Red Blend
64390,Chardonnay
64391,Sauvignon Blanc
64392,Rosé
64393,Chardonnay
64394,Rosé
64395,Bordeaux-style Red Blend
64396,Cabernet Sauvignon
64397,Red Blend
64398,Cabernet Sauvignon
64399,Pinot Noir
64400,Bordeaux-style Red Blend
64401,Pinot Noir
64402,Riesling
64403,Bordeaux-style Red Blend
64404,Merlot
64405,Chardonnay
64406,Syrah
64407,Rosé
64408,Sauvignon Blanc
64409,Bordeaux-style Red Blend
64410,Sauvignon Blanc
64411,Pinot Noir
64412,Pinot Noir
64413,Pinot Noir
64414,Riesling
64415,Rosé
64416,Syrah
64417,Cabernet Sauvignon
64418,Syrah
64419,Chardonnay
64420,Syrah
64421,Rosé
64422,Rosé
64423,Chardonnay
64424,Red Blend
64425,Rosé
64426,Cabernet Sauvignon
64427,Sauvignon Blanc
64428,Pinot Noir
64429,Cabernet Sauvignon
64430,Syrah
64431,Sauvignon Blanc
64432,Rosé
64433,Pinot Noir
64434,Syrah
64435,Rosé
64436,Syrah
64437,Riesling
64438,Sauvignon Blanc
64439,Pinot Noir
64440,Merlot
64441,Chardonnay
64442,Rosé
64443,Rosé
64444,Syrah
64445,Chardonnay
64446,Merlot
64447,Merlot
64448,Merlot
64449,Syrah
64450,Syrah
64451,Riesling
64452,Sauvignon Blanc
64453,Bordeaux-style Red Blend
64454,Chardonnay
64455,Syrah
64456,Cabernet Sauvignon
64457,Cabernet Sauvignon
64458,Merlot
64459,Cabernet Sauvignon
64460,Syrah
64461,Syrah
64462,Merlot
64463,Bordeaux-style Red Blend
64464,Rosé
64465,Rosé
64466,Rosé
64467,Sauvignon Blanc
64468,Bordeaux-style Red Blend
64469,Red Blend
64470,Rosé
64471,Pinot Noir
64472,Red Blend
64473,Red Blend
64474,Syrah
64475,Chardonnay
64476,Red Blend
64477,Merlot
64478,Cabernet Sauvignon
64479,Merlot
64480,Sauvignon Blanc
64481,Merlot
64482,Rosé
64483,Pinot Noir
64484,Merlot
64485,Red Blend
64486,Syrah
64487,Chardonnay
64488,Cabernet Sauvignon
64489,Pinot Noir
64490,Pinot Noir
64491,Pinot Noir
64492,Sauvignon Blanc
64493,Bordeaux-style Red Blend
64494,Riesling
64495,Red Blend
64496,Pinot Noir
64497,Bordeaux-style Red Blend
64498,Merlot
64499,Bordeaux-style Red Blend
64500,Syrah
64501,Bordeaux-style Red Blend
64502,Red Blend
64503,Chardonnay
64504,Sauvignon Blanc
64505,Pinot Noir
64506,Merlot
64507,Riesling
64508,Cabernet Sauvignon
64509,Red Blend
64510,Syrah
64511,Pinot Noir
64512,Red Blend
64513,Syrah
64514,Syrah
64515,Sauvignon Blanc
64516,Merlot
64517,Cabernet Sauvignon
64518,Red Blend
64519,Red Blend
64520,Chardonnay
64521,Chardonnay
64522,Pinot Noir
64523,Pinot Noir
64524,Syrah
64525,Merlot
64526,Cabernet Sauvignon
64527,Red Blend
64528,Cabernet Sauvignon
64529,Merlot
64530,Rosé
64531,Syrah
64532,Pinot Noir
64533,Pinot Noir
64534,Bordeaux-style Red Blend
64535,Chardonnay
64536,Bordeaux-style Red Blend
64537,Rosé
64538,Bordeaux-style Red Blend
64539,Syrah
64540,Syrah
64541,Chardonnay
64542,Sauvignon Blanc
64543,Pinot Noir
64544,Bordeaux-style Red Blend
64545,Sauvignon Blanc
64546,Red Blend
64547,Pinot Noir
64548,Pinot Noir
64549,Merlot
64550,Riesling
64551,Syrah
64552,Red Blend
64553,Bordeaux-style Red Blend
64554,Syrah
64555,Rosé
64556,Cabernet Sauvignon
64557,Sauvignon Blanc
64558,Chardonnay
64559,Cabernet Sauvignon
64560,Cabernet Sauvignon
64561,Cabernet Sauvignon
64562,Red Blend
64563,Merlot
64564,Merlot
64565,Pinot Noir
64566,Merlot
64567,Merlot
64568,Riesling
64569,Chardonnay
64570,Merlot
64571,Chardonnay
64572,Chardonnay
64573,Merlot
64574,Bordeaux-style Red Blend
64575,Red Blend
64576,Merlot
64577,Pinot Noir
64578,Sauvignon Blanc
64579,Syrah
64580,Cabernet Sauvignon
64581,Pinot Noir
64582,Chardonnay
64583,Chardonnay
64584,Red Blend
64585,Rosé
64586,Riesling
64587,Rosé
64588,Riesling
64589,Red Blend
64590,Sauvignon Blanc
64591,Pinot Noir
64592,Chardonnay
64593,Syrah
64594,Red Blend
64595,Red Blend
64596,Pinot Noir
64597,Bordeaux-style Red Blend
64598,Syrah
64599,Red Blend
64600,Bordeaux-style Red Blend
64601,Sauvignon Blanc
64602,Pinot Noir
64603,Bordeaux-style Red Blend
64604,Chardonnay
64605,Rosé
64606,Bordeaux-style Red Blend
64607,Pinot Noir
64608,Sauvignon Blanc
64609,Chardonnay
64610,Bordeaux-style Red Blend
64611,Chardonnay
64612,Pinot Noir
64613,Red Blend
64614,Bordeaux-style Red Blend
64615,Syrah
64616,Chardonnay
64617,Rosé
64618,Chardonnay
64619,Rosé
64620,Riesling
64621,Cabernet Sauvignon
64622,Pinot Noir
64623,Chardonnay
64624,Bordeaux-style Red Blend
64625,Riesling
64626,Red Blend
64627,Bordeaux-style Red Blend
64628,Syrah
64629,Riesling
64630,Syrah
64631,Chardonnay
64632,Chardonnay
64633,Pinot Noir
64634,Cabernet Sauvignon
64635,Pinot Noir
64636,Riesling
64637,Merlot
64638,Red Blend
64639,Merlot
64640,Cabernet Sauvignon
64641,Rosé
64642,Pinot Noir
64643,Red Blend
64644,Bordeaux-style Red Blend
64645,Red Blend
64646,Cabernet Sauvignon
64647,Merlot
64648,Rosé
64649,Merlot
64650,Rosé
64651,Pinot Noir
64652,Chardonnay
64653,Rosé
64654,Rosé
64655,Merlot
64656,Pinot Noir
64657,Merlot
64658,Sauvignon Blanc
64659,Pinot Noir
64660,Cabernet Sauvignon
64661,Pinot Noir
64662,Rosé
64663,Merlot
64664,Cabernet Sauvignon
64665,Merlot
64666,Rosé
64667,Chardonnay
64668,Syrah
64669,Cabernet Sauvignon
64670,Merlot
64671,Bordeaux-style Red Blend
64672,Chardonnay
64673,Chardonnay
64674,Chardonnay
64675,Rosé
64676,Sauvignon Blanc
64677,Pinot Noir
64678,Syrah
64679,Riesling
64680,Chardonnay
64681,Syrah
64682,Syrah
64683,Rosé
64684,Cabernet Sauvignon
64685,Chardonnay
64686,Syrah
64687,Cabernet Sauvignon
64688,Merlot
64689,Pinot Noir
64690,Red Blend
64691,Riesling
64692,Rosé
64693,Rosé
64694,Syrah
64695,Red Blend
64696,Cabernet Sauvignon
64697,Pinot Noir
64698,Red Blend
64699,Syrah
64700,Bordeaux-style Red Blend
64701,Red Blend
64702,Merlot
64703,Cabernet Sauvignon
64704,Rosé
64705,Syrah
64706,Rosé
64707,Sauvignon Blanc
64708,Chardonnay
64709,Rosé
64710,Riesling
64711,Rosé
64712,Riesling
64713,Sauvignon Blanc
64714,Chardonnay
64715,Chardonnay
64716,Cabernet Sauvignon
64717,Merlot
64718,Merlot
64719,Pinot Noir
64720,Bordeaux-style Red Blend
64721,Syrah
64722,Syrah
64723,Bordeaux-style Red Blend
64724,Riesling
64725,Riesling
64726,Merlot
64727,Chardonnay
64728,Red Blend
64729,Rosé
64730,Sauvignon Blanc
64731,Sauvignon Blanc
64732,Syrah
64733,Chardonnay
64734,Syrah
64735,Pinot Noir
64736,Cabernet Sauvignon
64737,Riesling
64738,Syrah
64739,Merlot
64740,Syrah
64741,Riesling
64742,Rosé
64743,Syrah
64744,Sauvignon Blanc
64745,Red Blend
64746,Syrah
64747,Red Blend
64748,Rosé
64749,Riesling
64750,Bordeaux-style Red Blend
64751,Sauvignon Blanc
64752,Chardonnay
64753,Bordeaux-style Red Blend
64754,Riesling
64755,Pinot Noir
64756,Rosé
64757,Bordeaux-style Red Blend
64758,Rosé
64759,Sauvignon Blanc
64760,Chardonnay
64761,Syrah
64762,Chardonnay
64763,Cabernet Sauvignon
64764,Rosé
64765,Rosé
64766,Cabernet Sauvignon
64767,Merlot
64768,Sauvignon Blanc
64769,Merlot
64770,Bordeaux-style Red Blend
64771,Cabernet Sauvignon
64772,Chardonnay
64773,Chardonnay
64774,Cabernet Sauvignon
64775,Chardonnay
64776,Syrah
64777,Sauvignon Blanc
64778,Sauvignon Blanc
64779,Riesling
64780,Sauvignon Blanc
64781,Merlot
64782,Rosé
64783,Pinot Noir
64784,Cabernet Sauvignon
64785,Rosé
64786,Merlot
64787,Cabernet Sauvignon
64788,Cabernet Sauvignon
64789,Sauvignon Blanc
64790,Syrah
64791,Rosé
64792,Sauvignon Blanc
64793,Syrah
64794,Syrah
64795,Chardonnay
64796,Riesling
64797,Syrah
64798,Pinot Noir
64799,Red Blend
64800,Chardonnay
64801,Syrah
64802,Syrah
64803,Red Blend
64804,Chardonnay
64805,Merlot
64806,Red Blend
64807,Sauvignon Blanc
64808,Chardonnay
64809,Merlot
64810,Pinot Noir
64811,Chardonnay
64812,Cabernet Sauvignon
64813,Cabernet Sauvignon
64814,Red Blend
64815,Riesling
64816,Merlot
64817,Pinot Noir
64818,Chardonnay
64819,Rosé
64820,Rosé
64821,Merlot
64822,Chardonnay
64823,Merlot
64824,Sauvignon Blanc
64825,Syrah
64826,Rosé
64827,Chardonnay
64828,Cabernet Sauvignon
64829,Bordeaux-style Red Blend
64830,Sauvignon Blanc
64831,Cabernet Sauvignon
64832,Syrah
64833,Riesling
64834,Syrah
64835,Merlot
64836,Rosé
64837,Red Blend
64838,Cabernet Sauvignon
64839,Pinot Noir
64840,Chardonnay
64841,Chardonnay
64842,Sauvignon Blanc
64843,Chardonnay
64844,Bordeaux-style Red Blend
64845,Pinot Noir
64846,Syrah
64847,Merlot
64848,Syrah
64849,Sauvignon Blanc
64850,Sauvignon Blanc
64851,Pinot Noir
64852,Chardonnay
64853,Syrah
64854,Riesling
64855,Syrah
64856,Pinot Noir
64857,Chardonnay
64858,Pinot Noir
64859,Rosé
64860,Chardonnay
64861,Bordeaux-style Red Blend
64862,Rosé
64863,Sauvignon Blanc
64864,Red Blend
64865,Rosé
64866,Rosé
64867,Sauvignon Blanc
64868,Sauvignon Blanc
64869,Bordeaux-style Red Blend
64870,Cabernet Sauvignon
64871,Pinot Noir
64872,Chardonnay
64873,Merlot
64874,Chardonnay
64875,Sauvignon Blanc
64876,Chardonnay
64877,Riesling
64878,Sauvignon Blanc
64879,Syrah
64880,Syrah
64881,Riesling
64882,Merlot
64883,Bordeaux-style Red Blend
64884,Red Blend
64885,Rosé
64886,Cabernet Sauvignon
64887,Bordeaux-style Red Blend
64888,Cabernet Sauvignon
64889,Chardonnay
64890,Rosé
64891,Cabernet Sauvignon
64892,Chardonnay
64893,Cabernet Sauvignon
64894,Riesling
64895,Bordeaux-style Red Blend
64896,Sauvignon Blanc
64897,Riesling
64898,Chardonnay
64899,Syrah
64900,Bordeaux-style Red Blend
64901,Pinot Noir
64902,Chardonnay
64903,Chardonnay
64904,Sauvignon Blanc
64905,Rosé
64906,Sauvignon Blanc
64907,Bordeaux-style Red Blend
64908,Chardonnay
64909,Bordeaux-style Red Blend
64910,Merlot
64911,Red Blend
64912,Red Blend
64913,Rosé
64914,Sauvignon Blanc
64915,Chardonnay
64916,Red Blend
64917,Red Blend
64918,Red Blend
64919,Bordeaux-style Red Blend
64920,Merlot
64921,Riesling
64922,Cabernet Sauvignon
64923,Chardonnay
64924,Syrah
64925,Riesling
64926,Merlot
64927,Red Blend
64928,Sauvignon Blanc
64929,Merlot
64930,Sauvignon Blanc
64931,Riesling
64932,Chardonnay
64933,Cabernet Sauvignon
64934,Syrah
64935,Chardonnay
64936,Chardonnay
64937,Cabernet Sauvignon
64938,Chardonnay
64939,Sauvignon Blanc
64940,Cabernet Sauvignon
64941,Pinot Noir
64942,Syrah
64943,Rosé
64944,Chardonnay
64945,Rosé
64946,Sauvignon Blanc
64947,Red Blend
64948,Chardonnay
64949,Sauvignon Blanc
64950,Chardonnay
64951,Riesling
64952,Chardonnay
64953,Cabernet Sauvignon
64954,Sauvignon Blanc
64955,Pinot Noir
64956,Bordeaux-style Red Blend
64957,Chardonnay
64958,Rosé
64959,Bordeaux-style Red Blend
64960,Rosé
64961,Sauvignon Blanc
64962,Merlot
64963,Rosé
64964,Red Blend
64965,Merlot
64966,Rosé
64967,Merlot
64968,Rosé
64969,Syrah
64970,Syrah
64971,Cabernet Sauvignon
64972,Riesling
64973,Pinot Noir
64974,Riesling
64975,Chardonnay
64976,Sauvignon Blanc
64977,Syrah
64978,Merlot
64979,Riesling
64980,Merlot
64981,Rosé
64982,Red Blend
64983,Merlot
64984,Cabernet Sauvignon
64985,Merlot
64986,Riesling
64987,Red Blend
64988,Sauvignon Blanc
64989,Sauvignon Blanc
64990,Cabernet Sauvignon
64991,Bordeaux-style Red Blend
64992,Merlot
64993,Bordeaux-style Red Blend
64994,Merlot
64995,Chardonnay
64996,Pinot Noir
64997,Pinot Noir
64998,Red Blend
64999,Chardonnay
65000,Sauvignon Blanc
65001,Rosé
65002,Cabernet Sauvignon
65003,Sauvignon Blanc
65004,Chardonnay
65005,Sauvignon Blanc
65006,Merlot
65007,Rosé
65008,Merlot
65009,Red Blend
65010,Bordeaux-style Red Blend
65011,Chardonnay
65012,Chardonnay
65013,Red Blend
65014,Bordeaux-style Red Blend
65015,Pinot Noir
65016,Pinot Noir
65017,Cabernet Sauvignon
65018,Sauvignon Blanc
65019,Merlot
65020,Rosé
65021,Rosé
65022,Bordeaux-style Red Blend
65023,Pinot Noir
65024,Chardonnay
65025,Cabernet Sauvignon
65026,Syrah
65027,Syrah
65028,Chardonnay
65029,Riesling
65030,Riesling
65031,Red Blend
65032,Riesling
65033,Rosé
65034,Riesling
65035,Rosé
65036,Red Blend
65037,Red Blend
65038,Riesling
65039,Chardonnay
65040,Bordeaux-style Red Blend
65041,Rosé
65042,Merlot
65043,Pinot Noir
65044,Red Blend
65045,Rosé
65046,Riesling
65047,Rosé
65048,Merlot
65049,Riesling
65050,Merlot
65051,Cabernet Sauvignon
65052,Sauvignon Blanc
65053,Cabernet Sauvignon
65054,Sauvignon Blanc
65055,Rosé
65056,Merlot
65057,Pinot Noir
65058,Red Blend
65059,Riesling
65060,Red Blend
65061,Merlot
65062,Chardonnay
65063,Merlot
65064,Pinot Noir
65065,Chardonnay
65066,Red Blend
65067,Riesling
65068,Chardonnay
65069,Cabernet Sauvignon
65070,Bordeaux-style Red Blend
65071,Bordeaux-style Red Blend
65072,Sauvignon Blanc
65073,Bordeaux-style Red Blend
65074,Cabernet Sauvignon
65075,Pinot Noir
65076,Chardonnay
65077,Riesling
65078,Syrah
65079,Syrah
65080,Riesling
65081,Pinot Noir
65082,Pinot Noir
65083,Chardonnay
65084,Chardonnay
65085,Syrah
65086,Red Blend
65087,Pinot Noir
65088,Pinot Noir
65089,Rosé
65090,Bordeaux-style Red Blend
65091,Pinot Noir
65092,Syrah
65093,Chardonnay
65094,Bordeaux-style Red Blend
65095,Red Blend
65096,Cabernet Sauvignon
65097,Riesling
65098,Cabernet Sauvignon
65099,Chardonnay
65100,Riesling
65101,Chardonnay
65102,Riesling
65103,Red Blend
65104,Pinot Noir
65105,Rosé
65106,Sauvignon Blanc
65107,Pinot Noir
65108,Pinot Noir
65109,Bordeaux-style Red Blend
65110,Rosé
65111,Chardonnay
65112,Merlot
65113,Chardonnay
65114,Red Blend
65115,Bordeaux-style Red Blend
65116,Red Blend
65117,Merlot
65118,Pinot Noir
65119,Riesling
65120,Rosé
65121,Bordeaux-style Red Blend
65122,Red Blend
65123,Riesling
65124,Merlot
65125,Sauvignon Blanc
65126,Rosé
65127,Rosé
65128,Red Blend
65129,Pinot Noir
65130,Chardonnay
65131,Riesling
